"","WordPair","ID.true","Experiment","Response","Valence","Conceptual","FeatureMatch","ExperimentType"
"10412","courageous-racist","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",20,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10413","give-take","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",21,NA,NA,"DissimilarControl","Similarity"
"10414","need-require","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",79,NA,NA,"SimilarControl","Similarity"
"10415","open-close","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10416","decorative-nutritious","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",31,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10417","floral-insulting","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",27,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10418","insulting-greedy","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",68,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10419","obese-insulting","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",57,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10420","use-employ","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",77,NA,NA,"SimilarControl","Similarity"
"10421","hilarious-sunny","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",65,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10422","excruciating-newborn","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",61,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10423","brotherly-hilarious","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",68,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10424","moldy-lifeless","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",71,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10425","cheerful-greedy","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",32,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10426","push-pull","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",8,NA,NA,"DissimilarControl","Similarity"
"10427","ask-inquire","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",92,NA,NA,"SimilarControl","Similarity"
"10428","increase-decrease","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10429","floral-homemade","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",41,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10430","radiant-racist","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",5,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10431","grumpy-infuriating","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",77,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10432","moldy-greedy","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",68,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10433","begin-start","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10434","carefree-oceanic","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",33,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10435","excruciating-sunny","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",22,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10436","joyful-carefree","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",89,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10437","excruciating-seasick","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",53,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10438","selfless-dreaded","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",25,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10439","arrive-leave","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",1,NA,NA,"DissimilarControl","Similarity"
"10440","get-obtain","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",89,NA,NA,"SimilarControl","Similarity"
"10441","rise-fall","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",4,NA,NA,"DissimilarControl","Similarity"
"10442","decorative-newborn","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",27,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10443","decorative-infuriating","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",36,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10444","greedy-stingy","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",90,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10445","moldy-heartbroken","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",52,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10446","speak-talk","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",92,NA,NA,"SimilarControl","Similarity"
"10447","carefree-decorative","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",51,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10448","rancid-newborn","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",21,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10449","easygoing-courageous","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",59,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10450","rancid-smelly","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",92,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10451","brotherly-grumpy","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",14,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10452","add-remove","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10453","buy-purchase","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10454","begin-end","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",2,NA,NA,"DissimilarControl","Similarity"
"10455","floral-decorative","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",76,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10456","radiant-dreaded","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",33,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10457","stingy-hateful","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",59,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10458","seasick-greedy","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",30,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10459","show-display","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",88,NA,NA,"SimilarControl","Similarity"
"10460","courageous-homemade","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",57,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10461","itchy-nutritious","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",38,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10462","easygoing-selfless","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",64,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10463","seasick-smelly","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",49,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10464","courageous-heartbroken","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",35,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10465","enter-exit","5c6f906672c0e50001d9332a","Ex2b: Phys-Soc (Adjs)",7,NA,NA,"DissimilarControl","Similarity"
"10466","use-employ","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",22,NA,NA,"SimilarControl","Similarity"
"10467","begin-end","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10468","get-obtain","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",93,NA,NA,"SimilarControl","Similarity"
"10469","itchy-humiliating","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",18,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10470","joyful-sunny","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",15,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10471","brotherly-selfless","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",66,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10472","oceanic-nutritious","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",27,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10473","enter-exit","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10474","dependable-humiliating","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",22,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10475","radiant-greedy","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",16,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10476","nauseous-decorative","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",7,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10477","greedy-humiliating","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",2,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10478","obese-itchy","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",3,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10479","need-require","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",93,NA,NA,"SimilarControl","Similarity"
"10480","arrive-leave","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10481","speak-talk","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10482","nauseous-heartbroken","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",11,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10483","cheerful-decorative","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",20,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10484","joyful-dependable","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",46,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10485","floral-oceanic","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",22,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10486","add-remove","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",5,NA,NA,"DissimilarControl","Similarity"
"10487","cheerful-hateful","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",4,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10488","sunny-stingy","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",19,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10489","excruciating-decorative","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",33,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10490","grumpy-racist","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",33,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10491","seasick-smelly","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",13,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10492","buy-purchase","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",93,NA,NA,"SimilarControl","Similarity"
"10493","push-pull","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10494","help-assist","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10495","obese-insulting","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",19,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10496","courageous-oceanic","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",22,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10497","joyful-carefree","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",24,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10498","floral-homemade","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",19,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10499","come-go","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",16,NA,NA,"DissimilarControl","Similarity"
"10500","selfless-stingy","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",2,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10501","blooming-humiliating","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",15,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10502","rancid-decorative","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",18,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10503","insulting-racist","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",59,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10504","comatose-seasick","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",20,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10505","end-finish","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",17,NA,NA,"SimilarControl","Similarity"
"10506","give-take","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10507","ask-inquire","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",92,NA,NA,"SimilarControl","Similarity"
"10508","comatose-heartbroken","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",20,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10509","brotherly-fluffy","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",6,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10510","selfless-dependable","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",69,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10511","oceanic-homemade","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",11,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10512","open-close","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10513","easygoing-stingy","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",26,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10514","fluffy-hateful","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",19,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10515","excruciating-fluffy","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",19,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10516","insulting-stingy","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",16,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10517","comatose-lifeless","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",96,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10518","begin-start","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10519","rise-fall","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10520","show-display","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",90,NA,NA,"SimilarControl","Similarity"
"10521","nauseous-insulting","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",24,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10522","cheerful-oceanic","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",4,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10523","brotherly-carefree","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",30,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10524","nutritious-homemade","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",81,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10525","increase-decrease","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10526","hilarious-hateful","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",23,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10527","floral-humiliating","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",10,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10528","seasick-blooming","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",20,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10529","stingy-hateful","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",44,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10530","moldy-excruciating","66ea174a36d3100b31d5bb87","Ex2b: Phys-Soc (Adjs)",26,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10531","come-go","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",57,NA,NA,"DissimilarControl","Similarity"
"10532","end-finish","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10533","hilarious-hateful","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",39,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10534","brotherly-decorative","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",32,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10535","decorative-radiant","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",77,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10536","push-pull","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10537","moldy-rancid","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",68,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10538","stingy-infuriating","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",69,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10539","brotherly-dependable","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",85,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10540","rancid-floral","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10541","ask-inquire","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10542","lifeless-greedy","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",64,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10543","nutritious-infuriating","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",44,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10544","give-take","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",39,NA,NA,"DissimilarControl","Similarity"
"10545","begin-start","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10546","cheerful-humiliating","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",38,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10547","easygoing-decorative","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",66,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10548","fluffy-nutritious","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",46,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10549","arrive-leave","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",65,NA,NA,"DissimilarControl","Similarity"
"10550","moldy-seasick","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",27,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10551","heartbroken-dreaded","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",29,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10552","dependable-courageous","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",43,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10553","moldy-sunny","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",57,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10554","get-obtain","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10555","lifeless-hateful","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",42,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10556","sunny-humiliating","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",39,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10557","rise-fall","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",10,NA,NA,"DissimilarControl","Similarity"
"10558","help-assist","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10559","brotherly-hateful","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",43,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10560","hilarious-sunny","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",40,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10561","floral-oceanic","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",69,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10562","add-remove","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10563","rancid-itchy","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",46,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10564","greedy-humiliating","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",37,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10565","carefree-selfless","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",61,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10566","seasick-homemade","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",19,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10567","need-require","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10568","excruciating-grumpy","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",61,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10569","homemade-racist","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",32,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10570","increase-decrease","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10571","use-employ","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",82,NA,NA,"SimilarControl","Similarity"
"10572","courageous-dreaded","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",14,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10573","selfless-fluffy","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10574","floral-newborn","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",67,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
"10575","begin-end","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10576","obese-itchy","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",69,"NegativeMatch","PhysicalMatch","MaxMatch","Similarity"
"10577","insulting-grumpy","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",66,"NegativeMatch","SocialMatch","MaxMatch","Similarity"
"10578","cheerful-hilarious","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",61,"PositiveMatch","SocialMatch","MaxMatch","Similarity"
"10579","lifeless-newborn","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,"NegativeMismatch","ConceptualMatch:physical","ConceptualMatchingOnly","Similarity"
"10580","show-display","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10581","comatose-insulting","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",28,"NegativeMatch","PhysicalMismatch","ValenceMatchingOnly","Similarity"
"10582","homemade-grumpy","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",13,"PositiveMismatch","PhysicalMismatch","MaxMismatch","Similarity"
"10583","open-close","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,NA,NA,"DissimilarControl","Similarity"
"10584","buy-purchase","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",99,NA,NA,"SimilarControl","Similarity"
"10585","easygoing-humiliating","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,"PositiveMismatch","ConceptualMatch:social","ConceptualMatchingOnly","Similarity"
"10586","brotherly-oceanic","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",0,"PositiveMatch","SocialMismatch","ValenceMatchingOnly","Similarity"
"10587","fluffy-radiant","667342505663a923bb357c6b","Ex2b: Phys-Soc (Adjs)",63,"PositiveMatch","PhysicalMatch","MaxMatch","Similarity"
